                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.54861,                0.49739,                 0.9877,                0.78141,                0.78935,                 0.8472,                0.68557,                0.72547,                 0.9914,                  1.018,               0.005908,               0.005908,               0.005908
                    126,                0.55746,                0.50042,                0.99272,                0.77106,                0.79416,                0.84397,                0.68579,                0.72486,                0.98108,                 1.0246,               0.005875,               0.005875,               0.005875
                    127,                0.54927,                0.49188,                0.98474,                0.77588,                0.80245,                0.84369,                0.68198,                0.72801,                  1.002,                 1.0312,               0.005842,               0.005842,               0.005842
                    128,                0.54062,                0.48621,                0.98188,                0.80069,                0.79399,                 0.8444,                0.68391,                0.72828,                0.97853,                 1.0266,               0.005809,               0.005809,               0.005809
                    129,                0.54216,                0.48532,                0.98598,                 0.8033,                0.79573,                0.84728,                0.68821,                0.73253,                 1.0075,                  1.026,               0.005776,               0.005776,               0.005776
                    130,                0.54537,                0.49025,                0.98495,                0.80452,                 0.7895,                0.85016,                0.68904,                0.71932,                0.99845,                 1.0263,               0.005743,               0.005743,               0.005743
                    131,                0.54183,                0.48568,                0.98764,                 0.7858,                0.79298,                0.84677,                0.68886,                0.72042,                0.98925,                 1.0224,                0.00571,                0.00571,                0.00571
                    132,                0.53928,                0.48113,                0.98161,                0.76374,                0.80344,                0.84484,                0.68717,                0.72817,                 1.0023,                 1.0268,               0.005677,               0.005677,               0.005677
                    133,                0.53269,                0.48166,                 0.9775,                0.80715,                0.78876,                0.85274,                0.68682,                 0.7158,                0.99125,                 1.0161,               0.005644,               0.005644,               0.005644
                    134,                0.52813,                0.47112,                0.97521,                0.80189,                0.79231,                0.85028,                0.68612,                0.71757,                 1.0114,                 1.0138,               0.005611,               0.005611,               0.005611
                    135,                0.53665,                0.46782,                0.98098,                0.83276,                0.76492,                0.84341,                0.68321,                0.71822,                0.99943,                 1.0127,               0.005578,               0.005578,               0.005578
                    136,                0.53997,                0.47794,                0.97586,                0.78271,                0.79037,                0.84312,                0.68561,                0.71615,                 1.0095,                 1.0113,               0.005545,               0.005545,               0.005545
                    137,                0.52868,                0.47413,                0.97595,                0.79817,                0.78401,                0.84503,                0.68452,                 0.7254,                 1.0271,                 1.0141,               0.005512,               0.005512,               0.005512
