                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.96364,                0.76164,                 1.4167,                0.80541,                 0.8233,                0.84048,                0.64684,                 1.0321,                0.70736,                 1.4141,               0.008515,               0.008515,               0.008515
                     47,                0.95862,                0.74384,                 1.4137,                0.83438,                0.79436,                0.85165,                0.64966,                 1.0034,                0.70295,                 1.4111,               0.008482,               0.008482,               0.008482
                     48,                0.94626,                0.73998,                 1.4044,                0.80039,                0.81388,                0.84175,                 0.6565,                0.99874,                0.69767,                 1.3836,               0.008449,               0.008449,               0.008449
                     49,                0.95065,                0.74928,                 1.4176,                0.81593,                0.83412,                0.84372,                0.64905,                 1.0352,                0.68195,                 1.4163,               0.008416,               0.008416,               0.008416
                     50,                0.94083,                0.73186,                 1.4087,                0.83317,                 0.7934,                 0.8451,                0.65524,                 1.0094,                0.68859,                 1.3863,               0.008383,               0.008383,               0.008383
                     51,                0.94618,                0.75377,                 1.3949,                0.81549,                0.82163,                0.84007,                  0.648,                  1.008,                0.71065,                 1.3893,                0.00835,                0.00835,                0.00835
                     52,                0.93104,                0.72046,                 1.3969,                0.85863,                0.79308,                0.84452,                 0.6477,                 1.0282,                0.71031,                  1.394,               0.008317,               0.008317,               0.008317
                     53,                0.93037,                0.71057,                 1.4024,                0.84298,                0.81435,                0.84588,                0.65126,                0.99881,                0.68003,                 1.3953,               0.008284,               0.008284,               0.008284
                     54,                0.92411,                0.70724,                 1.4046,                0.84961,                0.79779,                0.84854,                0.66262,                0.97694,                0.65999,                 1.3874,               0.008251,               0.008251,               0.008251
                     55,                0.91913,                 0.6986,                 1.3902,                  0.822,                0.83249,                0.84714,                0.65695,                 1.0249,                0.66218,                 1.3966,               0.008218,               0.008218,               0.008218
                     56,                0.91704,                 0.7069,                 1.3984,                0.80376,                0.83422,                0.84849,                 0.6571,                  1.025,                0.66913,                  1.399,               0.008185,               0.008185,               0.008185
                     57,                0.91736,                0.70451,                 1.3932,                0.83997,                 0.8196,                0.84662,                0.65901,                 1.0113,                0.66924,                 1.3902,               0.008152,               0.008152,               0.008152
                     58,                0.93124,                0.70356,                 1.4082,                0.86548,                0.80154,                0.85699,                0.66223,                 1.0211,                0.65952,                 1.3996,               0.008119,               0.008119,               0.008119
                     59,                0.91695,                0.68681,                 1.3889,                0.81903,                0.83092,                0.85113,                0.66603,                 1.0028,                0.63667,                 1.3677,               0.008086,               0.008086,               0.008086
                     60,                0.90119,                0.68304,                 1.3718,                0.83631,                0.80932,                0.85086,                0.66363,                0.99245,                0.67942,                 1.4127,               0.008053,               0.008053,               0.008053
                     61,                0.89534,                0.67168,                 1.3772,                 0.8481,                0.80902,                0.85204,                0.66134,                 0.9705,                0.66753,                 1.3773,                0.00802,                0.00802,                0.00802
                     62,                0.89727,                 0.6713,                 1.3825,                0.87895,                0.82107,                0.87059,                0.67924,                 1.0072,                0.65523,                 1.3779,               0.007987,               0.007987,               0.007987
                     63,                0.88759,                0.66194,                 1.3687,                 0.8265,                0.82345,                0.85684,                0.66787,                0.98048,                0.65221,                 1.3771,               0.007954,               0.007954,               0.007954
                     64,                0.88309,                 0.6662,                 1.3627,                0.81493,                0.83323,                0.85501,                0.67634,                0.98851,                0.66757,                 1.3787,               0.007921,               0.007921,               0.007921
                     65,                0.88693,                0.67276,                 1.3815,                0.84002,                0.84082,                0.86519,                0.67673,                 1.0037,                0.63765,                 1.3893,               0.007888,               0.007888,               0.007888
                     66,                0.87544,                0.65615,                 1.3602,                0.80832,                0.83152,                0.84747,                0.66477,                 1.0066,                0.65093,                 1.3735,               0.007855,               0.007855,               0.007855
                     67,                0.87387,                0.65181,                 1.3716,                0.84648,                0.82628,                0.85779,                0.67535,                 0.9914,                0.64599,                 1.3697,               0.007822,               0.007822,               0.007822
                     68,                0.86956,                0.63589,                 1.3673,                 0.8681,                 0.8247,                0.86588,                0.68552,                0.93883,                0.62194,                 1.3476,               0.007789,               0.007789,               0.007789
